@RELATION music

@ATTRIBUTE escala {C+,B,A,F+,E,D,E-,B-,F,G,C,A-,D-}
@ATTRIBUTE armadura {2/8,3/8,1/4,9/8,2/2,3/4,4/4,6/8,2/4}
@ATTRIBUTE g1 NUMERIC
@ATTRIBUTE g2 NUMERIC
@ATTRIBUTE g3 NUMERIC
@ATTRIBUTE g4 NUMERIC
@ATTRIBUTE g5 NUMERIC
@ATTRIBUTE g6 NUMERIC
@ATTRIBUTE g7 NUMERIC
@ATTRIBUTE g8 NUMERIC
@ATTRIBUTE g9 NUMERIC
@ATTRIBUTE g10 NUMERIC
@ATTRIBUTE g11 NUMERIC
@ATTRIBUTE g12 NUMERIC
@ATTRIBUTE acorde1 NUMERIC
@ATTRIBUTE acorde2 NUMERIC
@ATTRIBUTE acorde3 NUMERIC
@ATTRIBUTE acorde4 NUMERIC
@ATTRIBUTE acorde5 NUMERIC
@ATTRIBUTE RHSonidos NUMERIC
@ATTRIBUTE LHSonidos NUMERIC
@ATTRIBUTE AmbasSonidos NUMERIC
@ATTRIBUTE RHSilencios NUMERIC
@ATTRIBUTE LHSilencios NUMERIC
@ATTRIBUTE AmbasSilencios NUMERIC
@ATTRIBUTE MasRuidosa {R,L,B}
@ATTRIBUTE O1 NUMERIC
@ATTRIBUTE O2 NUMERIC
@ATTRIBUTE O3 NUMERIC
@ATTRIBUTE O4 NUMERIC
@ATTRIBUTE O5 NUMERIC
@ATTRIBUTE O6 NUMERIC
@ATTRIBUTE O7 NUMERIC
@ATTRIBUTE RHMasGrave NUMERIC
@ATTRIBUTE RHMasAguda NUMERIC
@ATTRIBUTE LHMasGrave NUMERIC
@ATTRIBUTE LHMasAguda NUMERIC
@ATTRIBUTE RHAmplitud NUMERIC
@ATTRIBUTE LHAmplitud NUMERIC
@ATTRIBUTE TotalAmplitud NUMERIC
@ATTRIBUTE Compositor {Bach,Mozart,Muzio,Beethoven,Debussy,Joplin}

@DATA
E-,"3/4",1,0,0,1,3,1,3,4,1,2,4,11,14,0,3,2,0,1.0,0.5833,1.0,0.0,0.4167,0.0,R,0,0,9,9,13,0,0,67,75,50,62,8,12,25,Beethoven
G,"3/4",3,0,4,2,0,2,0,11,1,0,1,4,7,3,5,0,0,0.8333,0.6667,0.8333,0.1667,0.3333,0.1667,R,0,1,7,14,6,0,0,62,79,46,62,17,16,33,Beethoven
G,"3/4",4,0,6,5,0,7,2,4,3,0,0,2,13,10,0,0,0,0.9167,0.9167,1.0,0.0833,0.0833,0.0,B,0,4,7,14,8,0,0,66,75,38,51,9,13,37,Beethoven
G,"3/4",4,1,7,5,0,5,1,17,2,0,1,5,0,24,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,B,0,0,11,30,7,0,0,62,75,50,62,13,12,25,Beethoven
G,"3/4",11,0,6,4,1,7,0,10,0,0,1,5,3,21,0,0,0,0.9167,1.0,1.0,0.0833,0.0,0.0,L,0,8,14,14,9,0,0,66,79,36,62,13,26,43,Beethoven
G,"3/4",10,0,1,6,2,8,0,9,7,0,2,3,0,24,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,B,0,3,21,4,20,0,0,67,82,46,55,15,9,36,Beethoven
G,"3/4",15,0,2,2,3,8,0,7,7,0,2,3,6,11,7,0,0,1.0,0.9167,1.0,0.0,0.0833,0.0,R,0,2,10,10,27,0,0,67,81,38,63,14,25,43,Beethoven
G,"3/4",12,0,7,12,0,6,1,14,0,0,0,5,0,15,9,0,0,1.0,1.0,1.0,0.0,0.0,0.0,B,0,0,23,4,28,2,0,70,84,48,60,14,12,36,Beethoven
G,"3/4",15,1,0,1,2,3,0,4,4,0,2,0,3,4,7,0,0,0.8333,1.0,1.0,0.1667,0.0,0.0,L,0,2,18,0,12,0,0,72,80,47,58,8,11,33,Beethoven
G,"3/4",16,1,0,0,3,3,0,3,3,0,0,0,2,1,1,3,2,0.9167,1.0,1.0,0.0833,0.0,0.0,L,1,3,12,13,0,0,0,59,71,31,55,12,24,40,Beethoven
G,"3/4",6,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,1.0,1.0,1.0,0.0,0.0,0.0,B,2,2,2,4,0,0,0,59,67,31,43,8,12,36,Beethoven
A,"3/8",6,0,3,3,0,1,2,10,0,0,0,2,21,3,0,0,0,0.875,0.375,1.0,0.125,0.625,0.0,R,0,3,6,10,8,0,0,60,76,40,57,16,17,36,Beethoven
A,"3/8",7,0,3,3,0,1,1,8,0,0,0,1,18,3,0,0,0,0.8333,0.375,0.9167,0.0833,0.5417,0.0,R,0,3,6,9,6,0,0,60,76,40,57,16,17,36,Beethoven
A,"3/8",5,0,2,5,0,4,0,6,2,0,4,0,20,4,0,0,0,0.9583,0.5,1.0,0.0417,0.5,0.0,R,0,3,8,6,11,0,0,64,77,43,60,13,17,34,Beethoven
A,"3/8",0,0,2,1,0,1,6,15,0,0,0,0,23,1,0,0,0,0.9583,0.125,1.0,0.0417,0.875,0.0,R,0,1,1,5,17,1,0,64,88,40,64,24,24,48,Beethoven
A,"3/8",6,0,3,3,0,1,2,10,0,0,0,2,21,3,0,0,0,0.875,0.375,1.0,0.125,0.625,0.0,R,0,3,6,10,8,0,0,60,76,40,57,16,17,36,Beethoven
A,"3/8",11,2,3,9,0,1,0,9,1,0,2,1,17,4,0,2,1,0.8333,0.625,1.0,0.1667,0.375,0.0,R,0,4,12,17,6,0,0,60,74,40,60,14,20,34,Beethoven
A,"3/8",12,9,0,6,0,4,0,6,9,0,4,0,13,11,1,3,0,1.0,1.0,1.0,0.0,0.0,0.0,B,0,0,19,18,13,0,0,65,82,53,64,17,11,29,Beethoven
A,"3/8",7,0,3,10,0,7,1,7,6,0,13,0,18,10,4,1,0,1.0,0.9583,1.0,0.0,0.0417,0.0,R,0,0,12,22,20,0,0,67,79,50,67,12,17,29,Beethoven
A,"3/8",5,0,8,7,0,6,3,13,9,0,20,1,37,1,7,3,0,1.0,0.7917,1.0,0.0,0.2083,0.0,R,0,0,10,19,41,2,0,67,84,53,67,17,14,31,Beethoven
A,"3/8",0,0,3,1,0,1,6,9,0,0,0,0,20,0,0,0,0,1.0,0.0,1.0,0.0,1.0,0.0,R,0,0,0,3,17,0,0,71,76,0,0,5,-1,76,Beethoven
A,"3/8",6,0,3,3,0,1,2,10,0,0,0,2,21,3,0,0,0,0.875,0.375,1.0,0.125,0.625,0.0,R,0,3,6,10,8,0,0,60,76,40,57,16,17,36,Beethoven
A,"3/8",7,0,3,5,0,1,0,8,1,0,2,1,20,4,0,0,0,0.875,0.5,1.0,0.125,0.5,0.0,R,0,3,8,11,6,0,0,60,77,40,60,17,20,37,Beethoven
A,"3/8",2,0,2,2,0,3,2,13,1,0,2,0,21,3,0,0,0,0.9583,0.375,1.0,0.0417,0.625,0.0,R,0,3,5,6,12,1,0,64,88,40,64,24,24,48,Beethoven
A,"3/8",4,0,3,2,0,1,4,10,0,0,0,2,22,2,0,0,0,0.9167,0.25,1.0,0.0833,0.75,0.0,R,0,2,4,9,11,0,0,60,76,40,57,16,17,36,Beethoven
A,"3/8",6,0,3,4,0,1,2,10,0,0,0,1,21,3,0,0,0,0.875,0.375,1.0,0.125,0.625,0.0,R,0,3,6,9,9,0,0,60,76,40,57,16,17,36,Beethoven
A,"3/8",26,1,0,0,2,4,0,2,4,0,1,2,17,1,2,3,1,0.8333,1.0,1.0,0.1667,0.0,0.0,L,0,24,0,8,10,0,0,64,77,45,45,13,0,32,Beethoven
A,"3/8",26,0,2,6,0,9,6,9,1,1,0,2,5,10,0,8,1,1.0,1.0,1.0,0.0,0.0,0.0,B,0,42,0,15,5,0,0,60,76,38,45,16,7,38,Beethoven
A,"3/8",27,1,0,1,2,4,0,2,4,0,1,0,17,0,4,2,1,1.0,1.0,1.0,0.0,0.0,0.0,B,1,24,0,7,10,0,0,60,77,33,45,17,12,44,Beethoven
A,"3/8",1,19,6,1,0,6,2,0,6,0,1,2,16,0,4,4,0,1.0,1.0,1.0,0.0,0.0,0.0,B,0,24,0,15,5,0,0,62,77,46,47,15,1,31,Beethoven
A,"3/8",9,0,3,11,0,3,0,10,0,0,0,1,14,1,0,4,1,0.75,0.5833,0.75,0.25,0.4167,0.25,R,1,0,7,17,8,4,0,57,88,33,64,31,31,55,Beethoven
A,"3/8",7,2,3,8,1,3,2,8,2,2,2,2,30,0,0,3,0,1.0,0.25,1.0,0.0,0.75,0.0,R,0,0,3,7,13,15,4,71,100,57,64,29,7,43,Beethoven
A,"3/8",6,0,3,3,0,1,2,10,0,0,0,2,21,3,0,0,0,0.875,0.375,1.0,0.125,0.625,0.0,R,0,3,6,10,8,0,0,60,76,40,57,16,17,36,Beethoven
A,"3/8",7,0,3,5,0,1,0,8,1,0,2,1,20,4,0,0,0,0.875,0.5,1.0,0.125,0.5,0.0,R,0,3,8,11,6,0,0,60,77,40,60,17,20,37,Beethoven
A,"3/8",2,0,2,2,0,3,2,13,1,0,2,0,21,3,0,0,0,0.9583,0.375,1.0,0.0417,0.625,0.0,R,0,3,5,6,12,1,0,64,88,40,64,24,24,48,Beethoven
A,"3/8",4,0,3,2,0,1,4,10,0,0,0,2,22,2,0,0,0,0.9167,0.25,1.0,0.0833,0.75,0.0,R,0,2,4,9,11,0,0,60,76,40,57,16,17,36,Beethoven
A,"3/8",6,0,3,4,0,1,2,10,0,0,0,1,21,3,0,0,0,0.875,0.375,1.0,0.125,0.625,0.0,R,0,3,6,9,9,0,0,60,76,40,57,16,17,36,Beethoven
A,"3/8",3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6667,0.6667,0.6667,0.0,0.0,0.0,B,1,1,0,2,0,0,0,60,69,33,45,9,12,36,Beethoven
C+,"2/2",20,0,11,11,0,0,0,42,0,0,0,20,30,26,0,0,4,0.9688,1.0,1.0,0.0313,0.0,0.0,L,8,29,21,29,17,0,0,44,80,36,49,36,13,44,Beethoven
C+,"2/2",31,0,0,3,11,5,5,19,19,0,9,0,29,23,0,4,2,0.9531,1.0,1.0,0.0469,0.0,0.0,L,16,17,12,20,31,6,0,49,85,33,47,36,14,52,Beethoven
C+,"2/2",10,0,12,8,0,8,2,44,4,2,0,13,31,26,5,0,1,1.0,1.0,1.0,0.0,0.0,0.0,B,1,1,10,42,49,0,0,68,84,32,69,16,37,52,Beethoven
C+,"2/2",22,0,0,13,0,0,4,39,4,0,0,5,23,13,10,2,0,0.9844,1.0,1.0,0.0156,0.0,0.0,L,1,18,25,24,16,3,0,44,88,32,61,44,29,56,Beethoven
C+,"2/2",27,0,18,13,0,0,17,0,1,19,0,0,32,28,1,1,0,0.9688,1.0,1.0,0.0313,0.0,0.0,L,3,14,22,23,28,5,0,51,88,31,51,37,20,57,Beethoven
C+,"2/2",4,0,36,0,0,0,13,11,0,10,15,0,42,21,0,0,1,1.0,1.0,1.0,0.0,0.0,0.0,B,0,28,36,21,4,0,0,67,75,43,51,8,8,32,Beethoven
C+,"2/2",4,0,46,0,0,0,18,18,0,16,17,0,36,1,27,0,0,1.0,1.0,1.0,0.0,0.0,0.0,B,0,28,36,21,27,7,0,67,87,43,51,20,8,44,Beethoven
C+,"2/2",11,2,11,10,0,8,3,11,6,5,15,2,52,4,5,1,1,1.0,0.8906,1.0,0.0,0.0078,0.0,R,3,51,10,7,12,1,0,67,85,35,51,18,16,50,Beethoven
C+,"2/2",21,1,6,17,0,4,2,7,20,1,12,0,34,8,0,5,3,1.0,0.7031,1.0,0.0,0.1875,0.0,R,0,6,2,32,40,11,0,69,88,37,73,19,36,51,Beethoven
C+,"2/2",20,2,1,19,0,7,0,10,25,1,13,0,48,0,0,7,3,1.0,0.5,1.0,0.0,0.5,0.0,R,0,6,25,49,15,3,0,57,87,37,71,30,34,50,Beethoven
C+,"2/2",9,5,30,4,2,0,8,14,4,4,18,0,28,0,10,10,0,1.0,1.0,1.0,0.0,0.0,0.0,B,0,2,44,41,10,1,0,55,88,39,63,33,24,49,Beethoven
C+,"2/2",13,0,36,3,0,0,9,19,0,10,21,0,3,0,8,21,0,0.9063,1.0,1.0,0.0938,0.0,0.0,L,0,2,31,58,20,0,0,63,76,44,64,13,20,32,Beethoven
C+,"2/2",18,0,46,20,0,0,18,20,0,10,29,0,0,0,0,1,31,1.0,1.0,1.0,0.0,0.0,0.0,B,2,18,36,33,58,14,0,67,88,32,61,21,29,56,Beethoven
C+,"2/2",16,0,22,7,0,0,7,20,4,10,22,0,7,0,0,24,1,0.7813,1.0,1.0,0.2188,0.0,0.0,L,0,2,24,36,37,9,0,68,88,44,69,20,25,44,Beethoven
C+,"2/2",6,0,23,0,0,0,8,36,0,16,4,0,50,6,1,7,0,0.875,1.0,1.0,0.125,0.0,0.0,L,0,16,49,11,14,3,0,59,87,44,58,28,14,43,Beethoven
C+,"2/2",2,0,28,0,0,16,2,42,0,8,6,4,28,32,0,4,0,1.0,1.0,1.0,0.0,0.0,0.0,B,0,16,56,26,6,4,0,59,87,44,58,28,14,43,Beethoven
C+,"2/2",38,0,1,6,18,0,0,39,0,0,4,0,31,27,0,0,4,0.9844,1.0,1.0,0.0156,0.0,0.0,L,4,29,26,30,15,2,0,44,85,35,49,41,14,50,Beethoven
C+,"2/2",37,0,0,0,14,12,0,15,19,0,10,0,32,19,0,0,7,0.9688,1.0,1.0,0.0313,0.0,0.0,L,13,14,13,21,39,7,0,49,85,29,61,36,32,56,Beethoven
C+,"2/2",36,0,0,0,13,11,0,10,15,0,4,0,42,21,0,0,1,1.0,1.0,1.0,0.0,0.0,0.0,B,0,0,27,51,11,0,0,65,73,53,61,8,8,20,Beethoven
C+,"2/2",18,19,0,0,4,17,6,5,8,0,9,2,40,24,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,B,0,2,18,34,34,0,0,66,74,43,62,8,19,31,Beethoven
C+,"2/2",5,28,1,0,4,17,9,4,10,0,8,4,38,26,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,B,0,23,3,28,36,0,0,66,78,38,51,12,13,40,Beethoven
C+,"2/2",12,0,19,13,0,15,3,22,5,1,0,5,37,24,2,1,0,1.0,1.0,1.0,0.0,0.0,0.0,B,23,14,0,21,37,0,0,63,78,30,44,15,14,48,Beethoven
C+,"2/2",5,0,5,4,0,5,0,73,3,0,2,1,44,13,0,7,0,1.0,1.0,1.0,0.0,0.0,0.0,B,32,33,13,15,5,0,0,60,81,32,61,21,29,49,Beethoven
C+,"2/2",10,0,7,9,0,11,0,72,7,0,5,2,44,1,0,18,1,1.0,1.0,1.0,0.0,0.0,0.0,B,32,32,1,35,23,0,0,60,80,32,44,20,12,48,Beethoven
C+,"2/2",14,0,7,7,0,8,0,64,0,0,0,7,41,9,9,4,1,1.0,1.0,1.0,0.0,0.0,0.0,B,32,32,3,30,10,0,0,60,75,32,44,15,12,43,Beethoven
C+,"2/2",20,0,2,11,0,2,0,25,2,0,1,1,15,13,0,0,4,0.9844,1.0,1.0,0.0156,0.0,0.0,L,2,19,13,20,10,0,0,44,80,30,49,36,19,50,Beethoven
C+,"2/2",13,0,11,0,11,0,0,40,0,0,9,20,30,26,0,0,4,0.9688,1.0,1.0,0.0313,0.0,0.0,L,16,21,17,27,21,2,0,44,85,35,48,41,13,50,Beethoven
C+,"2/2",23,0,6,7,0,9,6,24,20,1,0,7,29,22,3,4,1,0.9688,1.0,1.0,0.0313,0.0,0.0,L,9,9,11,29,41,4,0,49,85,32,69,36,37,53,Beethoven
C+,"2/2",9,0,6,4,0,4,5,43,6,1,0,11,24,14,11,1,0,1.0,1.0,1.0,0.0,0.0,0.0,B,1,1,20,34,33,0,0,56,80,32,69,24,37,48,Beethoven
C+,"2/2",11,0,10,14,0,4,0,36,0,0,0,13,43,20,0,0,1,0.9375,1.0,1.0,0.0625,0.0,0.0,L,0,8,61,19,0,0,0,60,68,48,56,8,8,20,Beethoven
C+,"2/2",18,0,16,17,0,4,0,46,0,0,0,18,36,1,27,0,0,1.0,1.0,1.0,0.0,0.0,0.0,B,0,8,61,28,22,0,0,60,80,48,56,20,8,32,Beethoven
C+,"2/2",15,6,5,15,2,11,2,11,7,1,6,3,40,8,6,0,2,1.0,0.875,1.0,0.0,0.0,0.0,R,0,28,37,10,9,0,0,60,78,40,56,18,16,38,Beethoven
C+,"2/2",7,20,1,12,0,21,2,5,16,0,5,2,35,7,0,4,4,1.0,0.6875,1.0,0.0,0.1875,0.0,R,0,4,22,30,35,0,0,62,83,42,66,21,24,41,Beethoven
C+,"2/2",10,24,1,13,0,19,4,1,21,2,4,0,47,0,2,6,3,0.875,0.5625,0.875,0.0,0.3125,0.0,R,4,24,29,31,11,0,0,57,81,30,64,24,34,51,Beethoven
C+,"2/2",20,0,6,21,0,7,3,38,0,0,0,8,14,0,15,11,0,1.0,1.0,1.0,0.0,0.0,0.0,B,1,13,61,27,1,0,0,48,76,32,56,28,24,44,Beethoven
C+,"2/2",22,0,11,27,0,14,0,41,3,0,0,9,3,0,0,21,8,0.9063,1.0,1.0,0.0938,0.0,0.0,L,0,8,61,51,7,0,0,56,76,37,57,20,20,39,Beethoven
C+,"2/2",23,0,21,24,0,20,0,36,4,0,0,24,1,0,0,6,25,0.9688,1.0,1.0,0.0313,0.0,0.0,L,0,3,37,55,47,10,0,60,88,37,69,28,32,51,Beethoven
C+,"2/2",24,2,11,16,0,12,0,23,5,0,0,5,19,2,1,18,0,0.6875,1.0,1.0,0.3125,0.0,0.0,L,0,11,31,31,25,0,0,61,80,37,68,19,31,43,Beethoven
C+,"2/2",31,0,20,3,0,7,0,25,0,0,0,9,51,4,0,9,0,1.0,1.0,1.0,0.0,0.0,0.0,B,0,32,40,15,8,0,0,52,80,37,51,28,14,43,Beethoven
C+,"2/2",52,0,4,5,4,9,0,20,11,0,12,1,22,35,4,2,1,1.0,1.0,1.0,0.0,0.0,0.0,B,8,33,45,29,3,0,0,49,80,33,51,31,18,47,Beethoven
C+,"2/2",37,0,2,30,0,14,11,20,14,12,0,0,34,18,5,0,9,0.9453,0.7344,0.9609,0.0547,0.0156,0.0391,R,22,30,24,29,31,4,0,45,85,31,52,40,21,54,Beethoven
C+,"2/2",13,0,19,11,0,18,10,9,16,14,6,13,48,8,0,2,11,0.8359,0.25,0.8516,0.1641,0.0,0.1484,R,14,25,34,38,17,1,0,45,85,30,64,40,34,55,Beethoven
C+,"2/2",12,0,9,16,0,8,0,38,0,0,0,8,42,18,3,1,0,1.0,1.0,1.0,0.0,0.0,0.0,B,0,4,34,50,3,0,0,60,80,48,56,20,8,32,Beethoven
C+,"2/2",22,0,10,14,4,12,0,34,0,0,4,16,38,0,26,0,0,1.0,1.0,1.0,0.0,0.0,0.0,B,0,12,56,24,22,2,0,60,85,47,56,25,9,38,Beethoven
C+,"2/2",23,5,0,0,4,23,0,6,20,0,0,0,41,1,7,0,3,0.75,0.75,0.75,0.0,0.0,0.0,B,3,15,20,22,19,2,0,61,85,30,61,24,31,55,Beethoven
C+,"2/2",16,6,0,14,0,7,10,7,8,6,0,0,51,4,0,2,1,0.7708,0.5313,0.7813,0.0104,0.0,0.0,R,4,9,14,20,23,4,0,56,88,30,62,32,32,58,Beethoven
C+,"2/2",13,3,9,11,3,10,3,16,9,3,3,7,51,16,1,1,0,1.125,0.7188,1.125,0.0,0.8125,0.0,R,1,10,33,30,16,0,0,60,81,32,66,21,34,49,Beethoven
C+,"2/2",16,0,10,1,0,3,2,13,0,0,0,4,25,6,0,3,0,0.3125,1.0,1.0,0.6875,0.0,0.0,L,2,18,24,5,0,0,0,54,68,31,51,14,20,37,Beethoven
C+,"2/2",36,0,16,4,0,4,0,25,0,0,0,6,53,3,0,8,0,1.0,1.0,1.0,0.0,0.0,0.0,B,0,32,33,15,11,0,0,52,80,37,51,28,14,43,Beethoven
C+,"2/2",39,0,0,35,0,0,0,36,0,0,0,0,0,30,0,9,2,0.6875,0.6875,0.6875,0.0625,0.0625,0.0625,B,0,12,24,37,31,6,0,56,88,37,76,32,39,51,Beethoven
C+,"2/2",4,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0.25,0.25,0.25,0.75,0.75,0.75,B,0,3,1,3,1,0,0,61,73,37,49,12,12,36,Beethoven
B-,"2/4",2,0,1,8,0,4,0,5,6,0,8,0,6,0,0,7,0,1.0,1.0,1.0,0.0,0.0,0.0,B,3,10,21,0,0,0,0,48,58,30,44,10,14,28,Beethoven
B-,"2/4",1,0,1,12,0,3,1,4,6,1,6,2,4,0,0,2,5,0.9375,0.9375,0.9375,0.0625,0.0625,0.0625,B,3,11,16,7,0,0,0,49,61,30,49,12,19,31,Beethoven
B-,"2/4",0,0,8,9,0,8,0,10,9,0,29,0,0,0,1,0,14,1.0,1.0,1.0,0.0,0.0,0.0,B,0,28,38,7,0,0,0,48,65,36,44,17,8,29,Beethoven
B-,"2/4",1,0,6,8,0,10,0,8,7,0,14,0,4,0,1,3,7,0.9375,0.9375,0.9375,0.0625,0.0625,0.0625,B,0,17,22,15,0,0,0,48,68,37,53,20,16,31,Beethoven
B-,"2/4",2,0,2,8,0,5,0,4,6,2,6,0,13,1,4,2,0,0.5,0.9375,1.0,0.5,0.0625,0.0,L,6,7,22,0,0,0,0,48,58,30,42,10,12,28,Beethoven
B-,"2/4",1,0,2,9,0,4,1,5,5,1,8,2,13,0,3,4,0,0.5,1.0,1.0,0.5,0.0,0.0,L,2,12,17,7,0,0,0,49,61,32,45,12,13,29,Beethoven
B-,"2/4",1,0,2,10,0,4,0,8,6,0,8,0,18,0,3,3,0,0.5313,0.8438,1.0,0.4688,0.1563,0.0,L,2,7,26,4,0,0,0,48,61,30,66,13,36,31,Beethoven
B-,"2/4",0,0,7,7,0,9,0,11,9,0,10,0,5,13,4,0,2,0.5625,0.6875,1.0,0.4375,0.3125,0.0,L,1,5,25,16,6,0,0,48,68,30,77,20,47,38,Beethoven
B-,"2/4",1,0,1,10,0,6,0,7,5,0,6,0,19,5,1,1,0,0.5938,1.0,1.0,0.4063,0.0,0.0,L,0,14,12,9,1,0,0,48,73,37,53,25,16,36,Beethoven
B-,"2/4",2,0,2,12,0,4,0,6,5,0,13,0,21,10,1,0,0,1.0,1.0,1.0,0.0,0.0,0.0,B,0,2,8,30,4,0,0,60,73,42,61,13,19,31,Beethoven
B-,"2/4",0,0,2,16,0,4,1,11,2,1,13,1,14,17,1,0,0,1.0,1.0,1.0,0.0,0.0,0.0,B,0,6,11,23,11,0,0,61,73,37,61,12,24,36,Beethoven
B-,"2/4",0,0,8,8,0,8,0,8,6,0,22,0,18,0,14,0,0,1.0,1.0,1.0,0.0,0.0,0.0,B,0,0,28,26,6,0,0,60,77,48,56,17,8,29,Beethoven
B-,"2/4",2,0,5,10,0,10,0,8,8,0,20,0,16,6,5,5,0,0.875,1.0,1.0,0.125,0.0,0.0,L,0,0,27,29,7,0,0,60,80,49,63,20,14,31,Beethoven
B-,"2/4",7,0,2,14,0,10,1,9,13,0,26,0,49,5,1,5,0,0.8438,0.9844,1.0,0.1563,0.0156,0.0,L,0,0,7,52,23,0,0,61,82,49,73,21,24,33,Beethoven
B-,"2/4",8,0,5,27,0,5,1,8,14,2,16,4,54,0,4,6,0,0.75,1.0,1.0,0.25,0.0,0.0,L,0,0,0,45,36,9,0,72,85,61,78,13,17,24,Beethoven
B-,"2/4",7,0,9,24,0,11,0,6,10,7,23,2,54,0,0,5,5,1.0,0.75,1.0,0.0,0.25,0.0,R,0,0,5,30,59,5,0,72,89,54,70,17,16,35,Beethoven
B-,"2/4",3,2,12,22,0,7,2,12,13,1,9,1,54,0,10,0,0,1.0,0.75,1.0,0.0,0.25,0.0,R,0,0,2,9,44,29,0,73,85,56,73,12,17,29,Beethoven
B-,"2/4",2,2,13,11,0,20,0,6,8,0,13,0,55,8,0,1,0,0.6875,1.0,1.0,0.3125,0.0,0.0,L,0,0,2,24,48,1,0,73,85,56,78,12,22,29,Beethoven
B-,"2/4",3,1,8,10,0,10,0,13,16,0,18,0,51,12,0,1,0,0.9375,1.0,1.0,0.0625,0.0,0.0,L,0,0,0,12,55,12,0,75,90,60,85,15,25,30,Beethoven
B-,"2/4",15,0,8,8,0,6,0,6,9,0,34,0,55,2,1,6,0,1.0,0.5938,1.0,0.0,0.4063,0.0,R,0,0,2,11,64,9,0,72,87,54,78,15,24,33,Beethoven
B-,"2/4",9,0,17,15,0,16,0,11,13,0,23,0,52,0,0,8,4,1.0,0.5625,1.0,0.0,0.4375,0.0,R,0,0,1,14,45,44,0,72,94,56,80,22,24,38,Beethoven
B-,"2/4",4,0,2,10,0,6,0,6,6,0,9,0,19,0,0,6,0,0.9844,0.7656,1.0,0.0156,0.2344,0.0,R,1,4,21,16,1,0,0,44,73,30,56,29,26,43,Beethoven
B-,"2/4",2,0,2,11,0,4,1,4,8,1,7,1,10,0,0,4,3,0.8125,1.0,1.0,0.1875,0.0,0.0,L,1,10,15,12,3,0,0,53,73,30,57,20,27,43,Beethoven
B-,"2/4",0,0,8,10,0,8,0,7,7,0,18,0,7,0,0,4,7,0.8125,1.0,1.0,0.1875,0.0,0.0,L,0,22,21,11,4,0,0,48,73,36,63,25,27,37,Beethoven
B-,"2/4",2,0,6,9,0,10,0,11,9,0,19,0,0,1,3,5,7,1.0,1.0,1.0,0.0,0.0,0.0,B,0,8,15,25,18,0,0,48,80,39,68,32,29,41,Beethoven
B-,"2/4",0,0,0,3,0,0,0,2,0,0,2,0,0,0,0,0,1,1.0,1.0,1.0,0.0,0.0,0.0,B,0,0,3,3,1,0,0,61,73,49,56,12,7,24,Beethoven
C+,"3/4",5,0,5,0,1,1,2,5,0,4,0,4,0,0,5,3,0,0.75,0.75,0.75,0.25,0.25,0.25,B,0,0,5,16,6,0,0,65,78,49,70,13,21,29,Beethoven
C+,"3/4",7,0,3,0,5,4,0,6,0,1,0,2,0,0,4,4,0,0.75,0.75,0.75,0.25,0.25,0.25,B,0,0,5,10,13,0,0,61,80,53,68,19,15,27,Beethoven
C+,"3/4",8,0,6,0,1,2,2,4,0,7,0,6,3,1,1,7,0,1.0,0.75,1.0,0.0,0.25,0.0,R,0,0,12,17,7,0,0,58,78,48,63,20,15,30,Beethoven
C+,"3/4",4,0,6,0,6,7,0,6,0,1,0,2,3,1,1,6,0,0.9167,0.6667,0.9167,0.0,0.25,0.0,R,0,0,6,13,13,0,0,63,80,53,68,17,15,27,Beethoven
C+,"1/4",5,0,4,0,3,1,1,4,0,1,3,1,0,1,7,0,0,2.5,2.5,2.5,0.0,0.0,0.0,B,0,0,7,8,8,0,0,63,73,54,61,10,7,19,Beethoven
C+,"3/4",6,0,5,0,3,9,0,4,0,4,1,2,0,4,2,5,0,1.0,1.0,1.0,0.0,0.0,0.0,B,0,1,14,15,4,0,0,58,75,42,56,17,14,33,Beethoven
C+,"3/4",8,0,7,0,3,0,2,5,0,4,0,6,1,1,0,8,0,0.9167,0.8333,0.9167,0.0833,0.1667,0.0833,R,0,1,13,15,6,0,0,58,75,44,63,17,19,31,Beethoven
C+,"3/4",5,0,4,0,5,8,0,6,0,3,0,3,1,1,1,7,0,0.9167,0.8333,0.9167,0.0833,0.1667,0.0833,R,0,0,8,18,8,0,0,63,80,53,61,17,8,27,Beethoven
C+,"3/4",6,0,1,1,4,5,1,8,0,5,0,1,2,2,0,4,2,0.8333,0.75,0.8333,0.1667,0.25,0.1667,R,1,1,6,17,7,0,0,54,82,32,65,28,33,50,Beethoven
C+,"2/4",3,0,3,0,5,4,0,3,0,0,0,0,0,3,0,3,0,1.0,0.875,1.0,0.125,0.25,0.125,R,0,6,5,6,1,0,0,53,75,37,44,22,7,38,Beethoven
C+,"3/4",3,0,3,0,7,7,0,6,0,0,0,2,0,6,0,4,0,1.0,1.0,1.0,0.0,0.0,0.0,B,0,8,5,10,5,0,0,53,78,37,44,25,7,41,Beethoven
