@RELATION music

@ATTRIBUTE escala {C+,B,A,F+,E,D,E-,B-,F,G,C,A-,D-}
@ATTRIBUTE armadura {2/8,3/8,1/4,9/8,2/2,3/4,4/4,6/8,2/4}
@ATTRIBUTE g1 NUMERIC
@ATTRIBUTE g2 NUMERIC
@ATTRIBUTE g3 NUMERIC
@ATTRIBUTE g4 NUMERIC
@ATTRIBUTE g5 NUMERIC
@ATTRIBUTE g6 NUMERIC
@ATTRIBUTE g7 NUMERIC
@ATTRIBUTE g8 NUMERIC
@ATTRIBUTE g9 NUMERIC
@ATTRIBUTE g10 NUMERIC
@ATTRIBUTE g11 NUMERIC
@ATTRIBUTE g12 NUMERIC
@ATTRIBUTE acorde1 NUMERIC
@ATTRIBUTE acorde2 NUMERIC
@ATTRIBUTE acorde3 NUMERIC
@ATTRIBUTE acorde4 NUMERIC
@ATTRIBUTE acorde5 NUMERIC
@ATTRIBUTE RHSonidos NUMERIC
@ATTRIBUTE LHSonidos NUMERIC
@ATTRIBUTE AmbasSonidos NUMERIC
@ATTRIBUTE RHSilencios NUMERIC
@ATTRIBUTE LHSilencios NUMERIC
@ATTRIBUTE AmbasSilencios NUMERIC
@ATTRIBUTE MasRuidosa {R,L,B}
@ATTRIBUTE O1 NUMERIC
@ATTRIBUTE O2 NUMERIC
@ATTRIBUTE O3 NUMERIC
@ATTRIBUTE O4 NUMERIC
@ATTRIBUTE O5 NUMERIC
@ATTRIBUTE O6 NUMERIC
@ATTRIBUTE O7 NUMERIC
@ATTRIBUTE RHMasGrave NUMERIC
@ATTRIBUTE RHMasAguda NUMERIC
@ATTRIBUTE LHMasGrave NUMERIC
@ATTRIBUTE LHMasAguda NUMERIC
@ATTRIBUTE RHAmplitud NUMERIC
@ATTRIBUTE LHAmplitud NUMERIC
@ATTRIBUTE TotalAmplitud NUMERIC
@ATTRIBUTE Compositor {Bach,Mozart,Muzio,Beethoven,Debussy,Joplin}

@DATA
D,"4/4",37,0,2,0,6,4,0,4,0,4,1,4,21,5,9,1,0,0.9063,1.0,1.0,0.0938,0.0,0.0,L,0,1,33,24,4,0,0,59,78,38,50,19,12,40,Mozart
D,"4/4",48,0,8,2,8,14,8,4,4,6,2,0,44,4,12,4,0,1.0,1.0,1.0,0.0,0.0,0.0,B,0,9,16,7,40,32,0,74,86,43,67,12,24,43,Mozart
D,"4/4",12,0,14,0,10,6,2,42,0,8,0,10,28,34,0,2,0,0.9375,1.0,1.0,0.0625,0.0,0.0,L,0,0,10,54,39,1,0,73,85,57,71,12,14,28,Mozart
D,"4/4",3,0,16,0,8,0,14,11,0,9,0,6,11,4,12,3,0,0.9375,0.6875,0.9375,0.0625,0.3125,0.0625,R,0,0,3,37,27,0,0,69,83,57,71,14,14,26,Mozart
D,"4/4",8,3,15,0,13,0,16,9,0,13,1,7,26,4,17,0,0,1.0,0.6875,1.0,0.0,0.3125,0.0,R,0,0,0,51,34,0,0,68,83,61,71,15,10,22,Mozart
D,"4/4",16,4,12,4,16,3,3,17,3,7,2,12,40,1,19,0,0,1.0,0.75,1.0,0.0,0.25,0.0,R,0,0,15,38,46,0,0,68,83,49,66,15,17,34,Mozart
D,"4/4",5,6,25,5,6,0,10,13,2,5,6,5,19,8,15,2,0,0.9375,1.0,1.0,0.0625,0.0,0.0,L,0,0,9,46,32,1,0,71,84,52,74,13,22,32,Mozart
D,"4/4",12,0,30,0,10,0,7,24,0,4,0,12,36,8,9,5,0,1.0,0.8125,1.0,0.0,0.1875,0.0,R,1,7,15,24,51,1,0,68,85,33,73,17,40,52,Mozart
D,"4/4",12,0,28,0,9,0,8,25,0,7,0,13,24,17,8,5,0,1.0,0.8125,1.0,0.0,0.1875,0.0,R,1,9,27,30,35,0,0,57,81,33,64,24,31,48,Mozart
D,"4/4",2,1,11,2,3,0,6,17,0,2,2,15,14,20,1,1,0,0.875,0.5,1.0,0.125,0.5,0.0,R,0,2,10,12,30,7,0,56,88,44,72,32,28,44,Mozart
D,"4/4",14,2,12,1,2,0,8,23,0,7,3,4,24,16,1,0,3,0.9375,0.9375,0.9375,0.0625,0.0625,0.0625,B,1,3,18,34,20,0,0,63,81,33,65,18,32,48,Mozart
D,"4/4",0,5,13,0,12,12,1,20,2,23,4,0,43,14,7,0,0,1.0,0.5,1.0,0.0,0.125,0.0,R,0,0,5,29,56,2,0,64,84,55,71,20,16,29,Mozart
D,"4/4",12,1,15,2,24,10,2,0,6,10,0,8,23,23,7,0,0,1.0,0.5625,1.0,0.0,0.0625,0.0,R,0,0,5,40,44,1,0,64,86,55,71,22,16,31,Mozart
D,"4/4",2,8,11,8,14,5,4,7,4,4,5,2,26,24,0,0,0,0.9688,0.625,1.0,0.0313,0.0,0.0,R,0,0,14,20,36,4,0,74,86,55,66,12,11,31,Mozart
D,"4/4",10,0,7,7,6,9,0,12,9,0,3,13,49,9,3,0,0,0.7969,0.8125,0.9531,0.2031,0.0,0.0469,L,0,0,6,37,30,3,0,65,86,55,69,21,14,31,Mozart
D,"4/4",19,6,9,0,10,8,2,8,2,6,0,6,43,12,1,0,1,0.875,0.5,0.9375,0.125,0.5,0.0625,R,0,2,18,32,24,0,0,62,79,38,59,17,21,41,Mozart
D,"4/4",9,0,6,0,13,2,0,21,0,4,0,4,6,13,9,0,0,0.8438,0.9688,0.9688,0.1563,0.0313,0.0313,L,0,9,21,17,12,0,0,57,78,45,59,21,14,33,Mozart
D,"4/4",15,1,10,0,11,6,2,20,0,7,1,9,22,18,8,0,0,0.9688,0.8125,1.0,0.0313,0.1875,0.0,R,0,5,22,21,34,0,0,60,83,45,64,23,19,38,Mozart
D,"4/4",38,0,9,0,5,8,0,4,0,6,0,3,28,4,11,1,0,0.9063,1.0,1.0,0.0938,0.0,0.0,L,0,4,29,20,12,8,0,59,86,38,62,27,24,48,Mozart
D,"4/4",40,0,3,2,10,11,9,15,4,6,2,2,42,9,8,5,0,0.9688,1.0,1.0,0.0313,0.0,0.0,L,0,6,14,20,39,25,0,74,86,45,71,12,26,41,Mozart
D,"4/4",10,0,16,0,8,5,1,36,0,6,0,13,21,29,0,4,0,0.9063,0.9375,0.9375,0.0938,0.0625,0.0625,L,0,0,11,45,39,0,0,69,81,57,71,12,14,24,Mozart
D,"4/4",9,0,13,0,6,9,1,13,0,12,0,15,19,4,17,0,0,1.0,0.6875,1.0,0.0,0.3125,0.0,R,0,0,18,55,5,0,0,61,76,54,64,15,10,22,Mozart
D,"4/4",8,0,11,1,4,3,4,16,0,11,0,17,31,4,12,0,0,1.0,0.5,1.0,0.0,0.5,0.0,R,0,0,0,13,56,6,0,68,88,69,76,20,7,19,Mozart
D,"4/4",16,3,6,2,12,16,4,13,4,17,3,3,40,1,19,0,0,1.0,0.75,1.0,0.0,0.25,0.0,R,0,15,15,10,39,20,0,73,86,42,71,13,29,44,Mozart
D,"4/4",13,2,5,6,5,5,6,26,5,6,0,10,19,7,16,2,0,0.9375,1.0,1.0,0.0625,0.0,0.0,L,0,0,27,46,10,6,0,64,88,57,69,24,12,31,Mozart
D,"4/4",24,0,4,0,11,12,0,30,0,10,0,8,36,8,9,5,0,1.0,0.8125,1.0,0.0,0.1875,0.0,R,0,13,17,7,46,16,0,73,86,38,67,13,29,48,Mozart
D,"4/4",25,0,7,0,13,12,0,28,0,9,0,8,24,17,8,5,0,1.0,0.8125,1.0,0.0,0.1875,0.0,R,0,13,24,15,39,11,0,62,86,38,67,24,29,48,Mozart
D,"4/4",15,0,7,1,8,11,1,8,1,7,0,7,32,6,3,2,1,0.875,0.75,1.0,0.125,0.25,0.0,R,0,3,12,35,16,0,0,61,79,40,67,18,27,39,Mozart
D,"4/4",21,0,3,3,16,4,1,12,4,7,0,11,8,34,2,0,0,0.875,0.5313,1.0,0.125,0.4688,0.0,R,0,2,11,24,34,11,0,61,89,37,66,28,29,52,Mozart
D,"4/4",12,0,5,0,3,10,2,10,0,2,0,7,15,10,0,0,3,0.9167,0.9167,0.9167,0.0833,0.0833,0.0833,B,0,5,16,19,9,2,0,56,86,38,67,30,29,48,Mozart
C,"4/4",6,2,4,0,5,4,0,16,0,1,0,2,11,10,1,0,1,0.8125,0.9375,0.9375,0.1875,0.0625,0.0625,L,1,2,7,18,12,0,0,60,81,31,67,21,36,50,Mozart
C,"4/4",7,3,6,0,10,7,0,12,0,3,0,1,17,4,2,3,1,0.9375,0.9375,1.0,0.0625,0.0625,0.0,B,1,2,6,18,22,0,0,60,81,31,69,21,38,50,Mozart
C,"4/4",4,2,4,0,10,5,1,17,0,2,0,2,13,17,0,0,0,0.8125,0.9375,0.9375,0.1875,0.0625,0.0625,L,0,0,6,22,19,0,0,72,81,48,67,9,19,33,Mozart
C,"4/4",20,1,2,0,5,7,0,6,0,5,2,1,11,4,10,0,0,0.9063,0.875,0.9063,0.0938,0.125,0.0938,R,0,0,8,15,23,3,0,72,84,48,72,12,24,36,Mozart
C,"4/4",23,0,7,0,10,10,0,10,1,8,0,5,18,18,5,0,1,1.0,1.0,1.0,0.0,0.0,0.0,B,0,0,18,17,34,5,0,69,86,48,64,17,16,38,Mozart
C,"4/4",22,2,22,2,18,0,2,3,0,1,1,21,2,10,18,2,2,0.8125,1.0,1.0,0.1875,0.0,0.0,L,0,0,16,52,20,6,0,69,88,59,64,19,5,29,Mozart
C,"4/4",8,0,30,0,2,1,24,6,2,25,0,5,15,8,5,9,4,0.9063,1.0,1.0,0.0938,0.0,0.0,L,0,0,40,29,28,6,0,68,84,50,62,16,12,34,Mozart
C,"4/4",6,0,12,2,6,0,7,8,1,8,0,10,20,14,4,0,0,0.9375,0.6875,0.9375,0.0625,0.3125,0.0625,R,0,0,12,23,23,2,0,62,86,50,67,24,17,36,Mozart
C,"4/4",6,4,17,0,0,0,1,3,0,5,0,6,22,10,0,0,0,0.5,1.0,1.0,0.5,0.0,0.0,L,0,0,8,24,7,3,0,78,86,55,62,8,7,31,Mozart
C,"4/4",7,1,17,0,2,0,3,7,0,8,0,9,22,16,0,0,0,0.7813,1.0,1.0,0.2188,0.0,0.0,L,0,0,14,24,13,3,0,67,86,50,62,19,12,36,Mozart
C,"4/4",8,1,12,0,5,0,6,13,0,6,0,7,36,8,2,0,0,0.875,0.875,1.0,0.125,0.125,0.0,B,0,2,24,12,15,5,0,67,88,47,62,21,15,41,Mozart
C,"4/4",11,0,10,0,5,0,5,18,0,9,0,12,36,14,2,0,0,0.9375,0.875,1.0,0.0625,0.125,0.0,R,0,2,23,9,21,15,0,74,88,47,67,14,20,41,Mozart
C,"4/4",7,0,18,0,7,6,2,13,8,4,0,22,10,21,5,0,4,1.0,0.8125,1.0,0.0,0.1875,0.0,R,0,0,25,26,22,14,0,74,89,50,69,15,19,39,Mozart
C,"4/4",15,0,8,0,2,0,8,9,0,10,0,8,36,5,3,0,1,0.875,1.0,1.0,0.125,0.0,0.0,L,0,3,14,26,16,1,0,66,84,42,69,18,27,42,Mozart
C,"4/4",6,0,8,0,2,0,2,19,0,6,3,6,12,6,4,0,3,0.875,0.875,0.875,0.125,0.125,0.125,B,1,12,9,14,14,2,0,55,86,31,55,31,24,55,Mozart
C,"4/4",4,1,8,2,5,0,0,11,0,6,8,0,8,11,5,0,0,0.75,0.875,0.875,0.25,0.125,0.125,L,0,0,8,21,11,5,0,70,88,57,75,18,18,31,Mozart
C,"4/4",0,1,11,0,7,3,1,13,0,7,4,0,11,8,5,0,1,0.8281,0.9375,0.9375,0.1719,0.0625,0.0625,L,0,2,16,21,4,4,0,50,88,38,67,38,29,50,Mozart
C,"4/4",1,2,21,0,9,8,0,0,2,13,0,11,15,10,9,0,1,0.7969,1.0,1.0,0.2031,0.0,0.0,L,0,0,32,16,14,5,0,73,88,52,62,15,10,36,Mozart
C,"4/4",8,2,10,6,14,4,6,8,2,10,8,2,52,8,4,0,0,0.875,1.0,1.0,0.125,0.0,0.0,L,0,0,26,41,4,9,0,67,88,54,66,21,12,34,Mozart
C,"4/4",12,0,6,6,4,4,6,2,4,14,0,6,32,16,0,0,0,0.8438,0.7813,1.0,0.1563,0.2188,0.0,R,0,2,31,14,14,3,0,57,84,39,62,27,23,45,Mozart
C,"4/4",10,0,8,2,10,2,2,0,5,11,0,9,21,9,3,0,2,0.6875,1.0,1.0,0.3125,0.0,0.0,L,0,9,10,18,22,0,0,68,81,39,71,13,32,42,Mozart
C,"4/4",9,0,8,0,7,3,0,0,2,12,0,7,12,9,4,0,1,0.875,0.875,0.875,0.125,0.125,0.125,B,1,8,7,17,15,0,0,57,77,33,74,20,41,44,Mozart
C,"4/4",5,0,7,0,5,2,0,5,0,1,0,8,0,12,1,0,1,0.8125,0.8125,0.8125,0.1875,0.1875,0.1875,B,2,3,4,6,16,2,0,59,86,31,77,27,46,55,Mozart
C,"4/4",7,2,4,0,7,3,0,11,0,1,0,1,5,11,1,0,1,0.8125,0.875,0.875,0.1875,0.125,0.125,L,1,2,5,12,13,3,0,60,88,31,79,28,48,57,Mozart
C,"4/4",3,3,8,0,9,9,0,14,0,3,0,3,23,7,1,3,0,0.875,0.9375,1.0,0.125,0.0625,0.0,L,0,0,7,20,25,0,0,73,81,53,69,8,16,28,Mozart
C,"4/4",10,0,4,5,0,4,2,16,2,0,0,2,6,15,1,0,1,0.875,0.9375,0.9375,0.125,0.0625,0.0625,L,1,2,7,18,16,1,0,60,84,31,67,24,36,53,Mozart
C,"4/4",9,5,1,5,3,6,5,10,9,1,4,1,15,7,10,0,0,0.9688,0.8125,1.0,0.0313,0.1875,0.0,R,0,0,9,29,18,3,0,76,87,56,68,11,12,31,Mozart
C,"4/4",20,0,4,0,7,7,3,10,2,6,2,4,13,17,6,0,0,1.0,0.75,1.0,0.0,0.25,0.0,R,0,0,13,19,30,3,0,66,84,48,64,18,16,36,Mozart
C,"4/4",34,0,6,1,14,6,1,7,1,7,0,5,13,14,9,1,2,0.9688,1.0,1.0,0.0313,0.0,0.0,L,0,0,13,30,34,5,0,69,86,48,64,17,16,38,Mozart
C,"4/4",13,2,28,1,9,1,10,3,1,11,1,22,2,8,16,5,3,0.8125,1.0,1.0,0.1875,0.0,0.0,L,0,0,32,48,15,7,0,68,88,54,64,20,10,34,Mozart
C,"4/4",6,0,14,2,3,0,17,13,1,15,0,11,24,7,8,5,0,0.9375,0.9688,1.0,0.0625,0.0313,0.0,L,0,0,29,25,25,3,0,62,86,50,67,24,17,36,Mozart
C,"4/4",4,0,5,0,3,2,6,18,0,2,0,4,16,14,0,0,0,0.9375,0.4375,0.9375,0.0625,0.5625,0.0625,R,0,6,14,8,16,0,0,54,79,42,55,25,13,37,Mozart
C,"4/4",7,1,8,0,8,6,2,17,0,2,0,3,22,16,0,0,0,1.0,0.7813,1.0,0.0,0.2188,0.0,R,0,0,1,23,30,0,0,71,81,59,69,10,10,22,Mozart
C,"4/4",7,0,6,0,8,8,1,18,0,3,0,3,22,16,0,0,0,0.875,1.0,1.0,0.125,0.0,0.0,L,0,4,28,0,21,1,0,72,84,41,55,12,14,43,Mozart
C,"4/4",17,0,11,0,12,9,0,9,0,2,0,7,40,9,3,0,0,0.9375,0.8125,1.0,0.0625,0.1875,0.0,R,0,10,20,9,28,0,0,67,81,40,62,14,22,41,Mozart
C,"4/4",15,8,0,0,14,9,0,15,0,8,6,2,18,13,6,0,3,1.0,0.9375,1.0,0.0,0.0625,0.0,R,0,0,26,26,23,2,0,70,84,52,67,14,15,32,Mozart
C,"4/4",11,0,8,0,13,13,1,13,0,6,0,7,28,17,0,0,2,0.9375,0.8125,1.0,0.0625,0.1875,0.0,R,0,0,14,30,28,0,0,67,81,53,74,14,21,28,Mozart
C,"4/4",12,2,10,0,11,10,0,9,0,4,0,5,28,4,7,0,1,0.9375,1.0,1.0,0.0625,0.0,0.0,L,0,6,8,14,35,0,0,60,81,36,72,21,36,45,Mozart
C,"4/4",19,0,5,0,6,5,0,13,0,0,0,3,15,4,6,0,2,0.9167,0.9167,0.9167,0.0833,0.0833,0.0833,B,0,5,12,7,24,3,0,64,84,36,60,20,24,48,Mozart
F,"3/4",11,0,4,0,12,5,1,11,0,3,0,4,23,4,5,0,1,0.875,0.4167,0.875,0.125,0.5833,0.125,R,0,0,9,23,19,0,0,62,81,48,65,19,17,33,Mozart
F,"3/4",12,0,9,0,10,10,1,10,1,5,0,7,28,5,9,0,0,0.8542,0.9583,1.0,0.1458,0.0417,0.0,L,0,5,15,20,24,1,0,64,84,43,62,20,19,41,Mozart
F,"3/4",9,1,5,0,14,7,1,11,0,2,0,3,17,13,2,1,0,0.875,0.5833,0.875,0.125,0.4167,0.125,R,0,1,4,28,19,1,0,65,84,41,72,19,31,43,Mozart
F,"3/4",9,0,9,0,8,5,1,12,0,3,0,5,11,7,9,0,0,0.875,0.7708,0.875,0.125,0.2292,0.125,R,0,8,14,22,8,0,0,57,79,36,62,22,26,43,Mozart
F,"3/4",13,0,6,0,13,7,3,18,0,2,0,6,20,14,2,1,2,0.875,0.4583,0.875,0.125,0.5417,0.125,R,0,1,10,29,28,0,0,65,81,41,65,16,24,40,Mozart
F,"3/4",14,0,10,0,13,14,1,12,2,5,1,8,38,5,8,2,0,0.875,0.9583,1.0,0.125,0.0417,0.0,L,0,10,22,17,30,1,0,64,84,43,62,20,19,41,Mozart
F,"3/4",13,0,10,0,18,10,4,14,1,5,0,6,47,14,2,0,0,0.875,0.5833,0.875,0.125,0.4167,0.125,R,0,1,3,32,43,2,0,65,84,41,72,19,31,43,Mozart
F,"3/4",12,1,11,0,8,8,1,10,0,7,1,9,26,9,4,3,0,0.75,0.7708,0.875,0.25,0.2292,0.125,L,0,14,30,15,9,0,0,52,79,36,62,27,26,43,Mozart
F,"3/4",8,1,11,0,2,0,10,15,0,8,1,9,17,9,10,0,0,0.9167,0.8333,1.0,0.0833,0.1667,0.0,R,0,2,15,23,21,4,0,64,89,36,65,25,29,53,Mozart
F,"3/4",9,2,7,2,6,2,1,22,1,6,1,8,18,11,6,1,1,1.0,1.0,1.0,0.0,0.0,0.0,B,0,5,16,8,31,7,0,71,84,40,65,13,25,44,Mozart
F,"3/4",4,4,9,0,9,10,0,12,0,7,0,7,19,5,11,0,0,0.875,1.0,1.0,0.125,0.0,0.0,L,0,4,21,22,15,0,0,64,79,43,60,15,17,36,Mozart
F,"3/4",12,0,3,1,12,8,2,12,0,4,0,4,29,4,7,0,0,0.875,0.4583,0.875,0.125,0.5417,0.125,R,0,1,11,20,24,2,0,65,84,41,60,19,19,43,Mozart
F,"3/4",18,0,10,0,7,6,2,10,0,6,0,12,16,6,5,7,0,0.75,0.75,0.875,0.25,0.25,0.125,B,0,8,24,21,17,1,0,58,84,38,58,26,20,46,Mozart
F,"3/4",14,1,13,0,6,0,15,22,0,14,1,14,49,6,13,0,0,0.8958,0.8333,1.0,0.1042,0.1667,0.0,R,0,2,15,30,41,12,0,64,89,36,65,25,29,53,Mozart
F,"3/4",13,2,11,2,11,3,4,25,2,9,1,10,37,13,7,1,1,1.0,1.0,1.0,0.0,0.0,0.0,R,0,5,24,14,42,8,0,71,84,40,65,13,25,44,Mozart
F,"3/4",9,5,17,1,18,15,1,14,0,10,0,9,53,8,10,0,0,0.875,1.0,1.0,0.125,0.0,0.0,L,0,4,48,27,20,0,0,64,82,43,60,18,17,39,Mozart
F,"3/4",16,1,6,1,23,9,4,21,1,6,0,7,42,16,7,0,0,0.7917,0.6667,0.875,0.2083,0.3333,0.125,R,0,4,14,35,41,1,0,65,84,41,65,19,24,43,Mozart
F,"3/4",16,0,8,2,14,12,5,23,0,5,0,11,11,5,1,18,0,0.7917,0.6875,0.7917,0.2083,0.3125,0.2083,R,0,6,26,41,22,1,0,60,84,40,67,24,27,44,Mozart
F,"3/4",17,0,12,1,11,11,3,12,0,5,0,11,34,3,9,4,0,0.8542,0.6458,0.875,0.1458,0.3542,0.125,R,0,4,24,26,22,7,0,64,89,36,60,25,24,53,Mozart
F,"3/4",12,0,6,1,8,4,1,7,0,0,0,3,11,3,0,5,1,0.9444,0.6111,0.9444,0.0556,0.3889,0.0556,R,1,4,20,16,1,0,0,52,72,33,58,20,25,39,Mozart
C,"2/4",11,0,1,0,9,8,0,6,0,3,0,1,11,14,0,0,0,0.8125,0.75,0.8125,0.0,0.0625,0.0,R,0,0,0,24,14,1,0,72,84,60,69,12,9,24,Mozart
C,"2/4",8,0,8,0,10,10,0,8,0,4,0,3,12,15,3,0,0,1.0,1.0,1.0,0.0,0.0,0.0,B,0,0,2,30,19,0,0,71,81,59,69,10,10,22,Mozart
C,"2/4",13,0,3,0,10,8,0,8,0,3,0,3,11,13,2,0,1,1.0,0.9375,1.0,0.0,0.0625,0.0,R,0,0,3,26,18,1,0,71,84,55,69,13,14,29,Mozart
C,"2/4",5,1,8,0,10,14,0,8,0,6,0,2,12,14,3,0,1,1.0,1.0,1.0,0.0,0.0,0.0,B,0,0,3,29,22,0,0,71,81,53,69,10,16,28,Mozart
C,"2/4",9,2,7,0,12,9,0,12,0,6,0,4,6,18,5,1,0,0.9375,1.0,1.0,0.0625,0.0,0.0,L,0,3,7,25,23,3,0,60,88,36,69,28,33,52,Mozart
C,"2/4",17,0,4,0,15,3,0,18,0,0,0,0,6,7,7,4,0,0.875,1.0,1.0,0.125,0.0,0.0,L,0,8,14,10,24,1,0,60,84,36,60,24,24,48,Mozart
C,"2/4",5,1,3,1,6,7,1,5,1,4,0,1,14,3,5,0,0,0.875,0.8125,1.0,0.125,0.1875,0.0,R,0,0,8,9,18,0,0,60,81,52,65,21,13,29,Mozart
C,"2/4",17,0,4,0,13,3,0,12,0,0,0,0,14,7,7,0,0,0.875,0.75,1.0,0.125,0.25,0.0,R,0,2,12,10,24,1,0,60,84,43,60,24,17,41,Mozart
C,"2/4",13,1,3,2,10,8,1,6,1,5,0,1,16,13,3,0,0,1.0,1.0,1.0,0.0,0.0,0.0,B,0,1,19,5,25,1,0,72,84,47,60,12,13,37,Mozart
C,"2/4",5,0,3,0,3,4,3,10,0,7,0,3,11,3,7,0,0,0.8438,0.875,0.9688,0.1563,0.125,0.0313,L,0,0,11,8,18,1,0,74,84,53,72,10,19,31,Mozart
C,"2/4",9,0,5,5,8,0,3,10,0,9,0,5,31,0,5,2,0,0.9375,0.4375,1.0,0.0625,0.5625,0.0,R,0,0,12,9,28,5,0,71,88,55,71,17,16,33,Mozart
C,"2/4",5,1,14,0,2,1,4,8,1,5,0,8,31,4,2,1,0,0.9375,0.4375,1.0,0.0625,0.5625,0.0,R,0,0,8,14,24,3,0,69,86,54,62,17,8,32,Mozart
C,"2/4",6,10,11,1,15,0,7,9,1,8,0,8,22,24,2,0,0,1.0,0.75,1.0,0.0,0.25,0.0,R,0,1,26,27,20,2,0,61,86,47,60,25,13,39,Mozart
C,"2/4",15,0,8,6,0,0,13,0,0,13,0,0,10,9,9,0,0,0.9063,0.8125,1.0,0.0938,0.1875,0.0,R,0,0,1,37,7,10,0,62,84,50,69,22,19,34,Mozart
C,"2/4",7,0,36,3,0,0,12,4,0,11,0,4,34,5,11,0,0,0.875,0.875,1.0,0.125,0.125,0.0,B,0,0,4,31,22,20,0,74,86,54,72,12,18,32,Mozart
C,"2/4",8,0,37,0,4,0,6,9,0,3,0,9,36,0,10,1,1,1.0,0.5,1.0,0.0,0.5,0.0,R,0,0,13,15,30,18,0,64,86,48,72,22,24,38,Mozart
C,"2/4",1,4,9,2,6,0,2,8,0,5,0,5,5,1,3,4,2,0.6875,0.5625,0.6875,0.3125,0.4375,0.3125,R,0,3,6,23,10,0,0,55,81,38,71,26,33,43,Mozart
C,"2/4",7,0,52,0,0,0,7,6,0,4,4,3,40,1,11,2,0,1.0,0.6875,1.0,0.0,0.3125,0.0,R,0,0,5,23,31,24,0,69,86,54,72,17,18,32,Mozart
C,"2/4",3,1,25,12,5,0,3,13,0,1,12,12,45,5,8,2,0,1.0,0.8542,1.0,0.0,0.1458,0.0,R,0,3,22,15,28,19,0,55,88,43,71,33,28,45,Mozart
C,"2/4",3,1,9,1,1,0,2,6,0,2,0,3,10,3,0,0,2,0.6875,0.3125,0.8125,0.3125,0.6875,0.1875,R,0,2,4,11,11,0,0,62,79,38,63,17,25,41,Mozart
C,"2/4",5,1,3,1,3,0,2,5,0,2,0,3,13,3,2,0,0,0.75,0.4375,1.0,0.25,0.5625,0.0,R,0,1,5,8,5,6,0,66,88,43,67,22,24,45,Mozart
C,"2/4",3,0,12,0,1,2,1,11,0,1,0,12,2,7,4,0,3,0.75,0.8125,1.0,0.25,0.1875,0.0,L,1,8,9,18,6,1,0,59,84,35,72,25,37,49,Mozart
C,"2/4",0,0,13,0,0,6,0,12,0,0,0,13,6,2,2,4,2,0.8125,0.75,1.0,0.1875,0.25,0.0,R,2,4,12,10,14,2,0,67,89,31,62,22,31,58,Mozart
C,"2/4",11,0,3,0,9,10,0,6,0,3,0,3,13,14,0,1,0,0.9375,0.875,1.0,0.0625,0.125,0.0,R,0,0,2,26,15,2,0,72,86,55,69,14,14,31,Mozart
C,"2/4",8,0,8,0,10,10,0,8,0,4,0,3,12,15,3,0,0,1.0,1.0,1.0,0.0,0.0,0.0,B,0,0,2,30,19,0,0,71,81,59,69,10,10,22,Mozart
C,"2/4",13,0,3,0,12,9,1,10,0,3,0,3,6,21,2,0,0,1.0,0.9375,1.0,0.0,0.0625,0.0,R,0,0,3,26,24,1,0,71,84,55,69,13,14,29,Mozart
C,"2/4",6,1,8,0,9,14,0,8,0,9,1,2,5,22,3,0,0,1.0,1.0,1.0,0.0,0.0,0.0,B,0,0,3,29,25,1,0,71,84,53,69,13,16,31,Mozart
C,"2/4",20,1,9,1,11,6,1,10,1,8,0,3,14,22,3,1,0,1.0,0.9375,1.0,0.0,0.0625,0.0,R,0,1,18,12,25,15,0,69,88,47,69,19,22,41,Mozart
C,"2/4",50,0,0,0,5,5,0,10,0,6,6,2,42,0,14,0,0,1.0,0.625,1.0,0.0,0.375,0.0,R,0,0,16,12,31,25,0,72,84,52,70,12,18,32,Mozart
C,"2/4",19,0,2,0,4,11,0,11,0,11,7,1,10,22,4,0,0,1.0,1.0,1.0,0.0,0.0,0.0,B,0,0,0,18,46,2,0,72,86,60,72,14,12,26,Mozart
C,"2/4",14,0,2,0,5,8,0,8,0,9,8,0,17,14,3,0,0,1.0,0.8125,1.0,0.0,0.1875,0.0,R,0,0,0,20,32,2,0,64,86,60,72,22,12,26,Mozart
C,"2/4",17,0,2,0,5,11,0,13,0,11,7,0,10,22,4,0,0,1.0,1.0,1.0,0.0,0.0,0.0,B,0,20,12,32,2,0,0,60,74,36,48,14,12,38,Mozart
C,"2/4",10,0,8,0,6,11,0,6,0,10,8,1,12,14,4,2,0,1.0,0.625,1.0,0.0,0.375,0.0,R,0,2,10,29,19,0,0,64,77,41,62,13,21,36,Mozart
C,"2/4",3,6,4,0,6,8,1,8,0,10,2,2,15,2,5,4,0,1.0,0.6875,1.0,0.0,0.3125,0.0,R,0,0,0,25,17,8,0,73,89,60,72,16,12,29,Mozart
C,"2/4",9,0,12,0,4,7,4,9,0,11,0,12,23,13,3,1,1,1.0,0.75,1.0,0.0,0.25,0.0,R,0,0,10,25,26,7,0,62,88,50,74,26,24,38,Mozart
C,"2/4",7,0,8,0,11,5,10,15,0,11,0,4,11,27,2,0,0,0.5625,0.875,1.0,0.4375,0.125,0.0,L,0,16,26,18,11,0,0,54,81,42,65,27,23,39,Mozart
C,"2/4",9,1,11,0,3,9,0,5,5,7,1,4,31,0,4,3,0,0.9375,0.5,1.0,0.0625,0.5,0.0,R,0,1,20,21,13,0,0,64,79,47,57,15,10,32,Mozart
C,"2/4",10,0,3,0,8,3,3,16,0,4,0,2,31,4,2,1,0,0.9375,0.5,1.0,0.0625,0.5,0.0,R,0,0,14,21,11,3,0,62,86,48,60,24,12,38,Mozart
