100,25,113,174,188,198,106,906,
100,26,113,174,188,198,106,906,
100,27,113,174,198,198,106,913,
100,28,113,174,198,202,106,913,
100,29,113,183,204,206,106,914,
100,30,113,183,206,206,106,914,
100,31,113,183,229,207,111,923,
100,32,113,183,233,209,111,932,
100,33,113,183,250,210,111,932,
100,34,113,183,256,210,111,932,
100,35,113,183,265,210,111,938,
100,36,114,183,265,210,111,948,
100,37,114,183,265,210,111,955,
100,38,118,183,265,211,111,964,
100,39,121,469,272,215,111,964,
100,40,121,469,275,215,111,964,
100,41,121,469,275,215,111,964,
100,42,121,469,275,215,111,964,
100,43,124,583,275,216,149,969,
100,44,124,583,275,222,149,970,
100,45,124,583,275,222,149,970,
100,46,124,583,275,222,149,970,
100,47,124,583,279,226,175,974,
100,48,124,583,279,226,175,974,
100,49,124,583,279,226,175,974,
100,50,124,617,279,226,175,974,
10,0,127,1388,281,255,209,1010,
110,29,111,183,178,171,78,886,
110,30,111,183,180,171,78,886,
110,31,111,183,210,171,78,887,
110,32,111,183,217,173,78,887,
110,33,111,183,237,177,78,887,
110,34,111,183,240,177,78,889,
110,35,111,183,246,177,83,896,
110,36,114,183,246,177,83,911,
110,37,114,183,247,177,83,914,
110,38,118,183,247,191,83,932,
110,39,121,328,253,195,84,933,
110,40,121,328,258,195,84,933,
110,41,121,328,258,195,84,933,
110,42,121,328,262,195,84,935,
110,43,123,333,262,198,111,941,
110,44,123,333,262,198,111,941,
110,45,123,333,265,209,111,941,
110,46,123,333,266,209,131,941,
110,47,123,333,274,217,154,949,
110,48,123,333,274,217,154,952,
110,49,123,333,274,217,154,952,
110,50,123,333,274,217,154,953,
110,51,123,333,275,217,159,956,
110,52,123,333,275,217,159,956,
110,53,123,475,276,217,159,956,
110,54,123,595,276,217,164,956,
110,55,123,617,277,220,166,961,
20,0,127,522,167,230,191,924,
30,0,110,308,60,165,145,675,
40,0,70,254,39,135,122,487,
45,0,70,254,39,131,114,442,
48,0,58,177,39,127,114,375,
49,0,58,99,39,127,102,375,
50,0,58,99,39,127,102,375,
50,25,127,1098,281,245,206,1006,
5,0,127,1635,281,255,209,1011,
60,25,127,693,278,232,199,1003,
60,26,127,700,279,232,199,1003,
60,27,127,700,280,232,202,1004,
60,28,127,769,280,232,202,1005,
60,29,127,809,280,236,202,1005,
60,30,127,809,280,236,202,1005,
70,25,127,433,275,223,162,989,
70,26,127,449,275,223,163,990,
70,27,127,449,277,225,174,990,
70,28,127,449,278,226,178,990,
70,29,127,449,279,229,178,992,
70,30,127,449,279,229,178,992,
70,31,127,488,280,230,191,993,
70,32,127,726,280,238,193,993,
70,33,127,795,280,240,197,997,
70,34,127,795,280,240,197,997,
70,35,127,884,280,240,201,998,
80,25,126,317,216,202,138,973,
80,26,126,328,216,202,138,976,
80,27,126,328,222,202,138,978,
80,28,126,328,230,202,138,979,
80,29,126,328,238,206,138,986,
80,30,126,328,244,206,138,986,
80,31,126,372,265,207,143,986,
80,32,126,467,267,227,151,989,
80,33,126,555,271,227,160,993,
80,34,126,555,271,227,160,993,
80,35,126,559,276,227,164,993,
80,36,126,710,276,230,173,993,
80,37,126,710,280,230,173,994,
80,38,127,710,280,230,173,998,
80,39,127,819,281,231,183,999,
80,40,127,819,281,231,184,999,
90,25,118,183,196,198,106,920,
90,26,118,183,196,198,106,920,
90,27,118,183,203,198,106,926,
90,28,118,183,204,202,106,929,
90,29,118,183,213,206,106,929,
90,30,118,183,221,206,106,929,
90,31,118,183,247,207,111,940,
90,32,118,183,250,227,111,945,
90,33,118,183,257,227,111,959,
90,34,118,183,260,227,111,959,
90,35,118,183,267,227,129,966,
90,36,118,298,267,230,131,969,
90,37,118,298,267,230,131,972,
90,38,121,298,267,230,131,980,
90,39,123,474,277,231,131,988,
90,40,123,474,278,231,131,989,
90,41,123,474,278,231,131,989,
90,42,123,474,278,231,131,989,
90,43,124,612,278,232,162,993,
90,44,124,612,278,232,162,993,
90,45,124,612,278,232,162,993,
